,whole_name,sex,ioc,id,hand,best_rank,best_rank_points,best_of_3_match,best_of_5_match,best_of_3_wins,best_of_5_wins,m_16,w_16,m_17,w_17,m_18,w_18,m_19,w_19,m_20,w_20,m_21,w_21,w_tourney,tot_minutes,height,birthdate,sv1st,sv1st_win,sv2nd_win,df,ace,bpS,wmatch,lmatch,nmatch,w_surface_Hard,w_surface_Clay,w_surface_Grass,w_surface_Carpet,w_surface_unknown,l_surface_Hard,l_surface_Clay,l_surface_Grass,l_surface_Carpet,l_surface_unknown,n_tourney
7297,Ristomatti Lanne,M,FIN,126173.0,R,1811,1811,2,0,0,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,203.0,186.5,unknown,90,47,37,4,5.0,9.0,0,2,2,0,0,0,0,0,0,2,0,0,0,2
7298,Josh Hagar Hagar,M,USA,136898.0,R,1945,1958,3,0,0,0,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,310.0,186.77,unknown,122,79,54,12,12.0,18.0,0,3,3,0,0,0,0,0,2,1,0,0,0,3
7299,Konrad Zieba,M,USA,127029.0,U,1133,1133,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,72.0,186.77,unknown,27,17,7,5,3.0,2.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7300,Julian Allen Childers,M,USA,126160.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,107.0,186.77,unknown,42,24,13,5,2.0,5.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7301,Peter Tarwid,M,USA,206505.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,57.0,186.77,unknown,22,13,8,8,2.0,5.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7302,Eddie Grabill,M,USA,202149.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,71.0,186.77,unknown,34,19,4,5,0.0,4.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7303,Benjamin Vandixhorn,M,USA,206860.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,60.0,186.77,unknown,31,14,6,3,1.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7304,Graham Alrutz,M,USA,138114.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,39.0,186.77,unknown,27,14,3,4,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7305,Juan Miguel Jaramillo,M,COL,127009.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,69.0,188.0,unknown,24,13,7,5,2.0,2.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7306,Javier Nunez,M,COL,126576.0,U,1753,1894,3,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,151.0,188.0,unknown,61,26,27,13,0.0,13.0,0,3,3,0,0,0,0,0,0,3,0,0,0,3
7307,Diego Alejandro Giraldo Restrepo,M,COL,206900.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,57.0,188.0,unknown,31,13,9,2,1.0,2.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7308,Camilo Andres Erazo,M,COL,144849.0,L,2030,2125,4,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,323.0,188.0,unknown,134,65,48,15,5.0,10.0,0,4,4,0,0,0,0,0,0,4,0,0,0,4
7309,Juan Pablo Rodas,M,COL,206899.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,101.0,188.0,unknown,48,27,22,6,3.0,5.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7310,Gregorio Cordonnier,M,ARG,126882.0,U,1030,1094,4,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,420.0,184.5,unknown,173,106,66,29,18.0,21.0,0,4,4,0,0,0,0,0,0,4,0,0,0,4
7311,Juan Sebastian Cabal,M,COL,108701.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,57.0,188.0,unknown,37,20,8,3,0.0,5.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7312,Chung Hyo Woo,M,KOR,122164.0,U,1858,2013,5,0,0,0,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,286.0,185.0,unknown,164,76,23,29,3.0,20.0,0,5,5,0,0,0,0,0,5,0,0,0,0,5
7313,Artem Sitak,M,NZL,104677.0,R,1161,1210,5,0,0,0,3,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,319.0,183.0,unknown,160,113,57,26,15.0,24.0,0,5,5,0,0,0,0,0,5,0,0,0,0,5
7314,Treat Conrad Huey,M,PHI,104600.0,L,0,0,2,0,0,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,128.0,178.0,unknown,67,42,23,6,10.0,6.0,0,2,2,0,0,0,0,0,2,0,0,0,0,2
7315,Robert Farah,M,COL,104857.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,41.0,193.0,unknown,26,16,3,7,4.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7316,Simeon Rossier,M,SUI,111807.0,L,788,788,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,65.0,182.83,unknown,27,17,9,6,0.0,4.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7317,Hugo Schott,M,FRA,111172.0,U,1963,2062,2,0,0,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,128.0,186.96,unknown,63,30,13,8,1.0,9.0,0,2,2,0,0,0,0,0,2,0,0,0,0,2
7318,Taha Tifnouti,M,MAR,124085.0,L,1401,2057,4,0,0,0,3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,196.0,185.0,unknown,92,44,21,20,4.0,18.0,0,4,4,0,0,0,0,0,0,4,0,0,0,4
7319,Yassine Idmbarek,M,MAR,104839.0,U,978,1102,4,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,178.0,185.0,unknown,104,42,19,10,1.0,10.0,0,4,4,0,0,0,0,0,0,4,0,0,0,4
7320,Luca Wiedenmann,M,GER,206922.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,59.0,187.44,unknown,27,13,3,5,0.0,2.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7321,Jack Schipanski,M,AUS,106314.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,54.0,187.08,unknown,29,13,9,5,2.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7322,Alexander Wolfschmidt,M,GER,245121.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,50.0,187.44,unknown,34,15,8,3,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7323,Paul Woerner,M,GER,117362.0,R,1112,1112,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,76.0,187.44,unknown,34,17,12,9,0.0,5.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7324,Robin Bailly,M,FRA,206821.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,61.0,186.96,unknown,30,21,9,0,3.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7325,Jarryd Woog,M,USA,132457.0,U,1834,1834,2,0,0,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,143.0,186.77,unknown,75,49,22,5,6.0,5.0,0,2,2,0,0,0,0,0,1,1,0,0,0,2
7326,Demian Raab,M,GER,122645.0,U,839,839,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,60.0,187.44,unknown,22,12,9,2,2.0,2.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7327,Christian Lakoseljac,M,CAN,202152.0,U,0,0,2,0,0,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,147.0,188.57,unknown,62,41,18,11,10.0,11.0,0,2,2,0,0,0,0,0,2,0,0,0,0,2
7328,Roko Savin,M,CRO,206861.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,100.0,190.5,unknown,48,29,29,5,1.0,9.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7329,Patrik Obal,M,SVK,144852.0,U,1180,1180,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,128.0,189.29,unknown,69,39,17,0,7.0,7.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7330,David Damian Brna,M,SVK,202194.0,U,1537,1537,4,0,0,0,3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,343.0,189.29,unknown,164,100,58,27,9.0,17.0,0,4,4,0,0,0,0,0,2,2,0,0,0,4
7331,Michal Marko,M,SVK,134029.0,R,1854,1854,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,73.0,189.29,unknown,31,24,12,10,5.0,9.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7332,Fayzullokhon Mavlyudov,M,UZB,206838.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,45.0,192.0,unknown,28,14,4,2,0.0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7333,Sherzodbek Radjabov,M,UZB,126918.0,R,0,0,2,0,0,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,73.0,192.0,unknown,42,13,8,9,0.0,4.0,0,2,2,0,0,0,0,0,0,2,0,0,0,2
7334,Abduvoris Saitmukhamedov,M,UZB,122118.0,R,2060,2062,2,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,69.0,192.0,unknown,35,15,8,4,3.0,1.0,0,2,2,0,0,0,0,0,1,1,0,0,0,2
7335,Mateusz Smolicki,M,POL,202215.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,44.0,191.14,unknown,21,11,6,4,0.0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7336,Rafal Teurer,M,POL,123990.0,U,0,0,2,0,0,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,196.0,191.14,unknown,101,64,33,12,2.0,16.0,0,2,2,0,0,0,0,0,0,2,0,0,0,2
7337,Filip Ambrozy,M,POL,202102.0,R,0,0,3,0,0,0,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,153.0,191.14,unknown,83,42,19,14,1.0,14.0,0,3,3,0,0,0,0,0,0,3,0,0,0,3
7338,Adam Majchrowicz,M,POL,105856.0,U,1129,1396,8,0,0,0,7,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,535.0,191.14,unknown,261,162,78,23,30.0,28.0,0,8,8,0,0,0,0,0,2,6,0,0,0,8
7339,Rikus De Villiers,M,RSA,119603.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,64.0,198.0,unknown,29,13,7,6,1.0,4.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7340,Roy Lederman,M,USA,111774.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,46.0,186.77,unknown,25,14,4,6,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7341,Michael Genender,M,USA,134281.0,L,1924,1996,3,0,0,0,2,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,221.0,186.77,unknown,104,69,32,11,17.0,9.0,0,3,3,0,0,0,0,0,3,0,0,0,0,3
7342,Harrison Scott,M,CAN,133354.0,U,1516,1520,2,0,0,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,97.0,188.57,unknown,55,24,17,10,1.0,6.0,0,2,2,0,0,0,0,0,2,0,0,0,0,2
7343,Perry Gregg,M,USA,206873.0,R,1539,1554,5,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,-1,0,366.0,186.77,unknown,167,98,51,18,15.0,9.0,0,5,5,0,0,0,0,0,4,1,0,0,0,5
7344,Victor Pham,M,USA,206872.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,65.0,186.77,unknown,26,14,10,1,3.0,4.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7345,Clement Larriere,M,FRA,144805.0,R,931,1698,2,0,0,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,171.0,186.96,unknown,69,45,42,4,2.0,15.0,0,2,2,0,0,0,0,0,2,0,0,0,0,2
7346,Edoardo Tessaro,M,ITA,126109.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,63.0,185.71,unknown,24,15,14,4,1.0,2.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7347,Felix Rauch,M,GER,127984.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,63.0,187.44,unknown,30,20,11,5,1.0,4.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7348,Delf Gohlke,M,GER,122565.0,U,1487,1487,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,69.0,187.44,unknown,35,19,8,0,1.0,9.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7349,Cristobal Saavedra Corvalan,M,CHI,105601.0,R,551,660,4,0,0,0,3,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,340.0,185.0,unknown,158,95,42,10,9.0,15.0,0,4,4,0,0,0,0,0,0,4,0,0,0,4
7350,Alejo Vilaro,M,ARG,133471.0,U,1027,1538,4,0,0,0,2,-1,-1,-1,2,-1,-1,-1,-1,-1,-1,-1,0,443.0,184.5,unknown,206,134,55,25,7.0,33.0,0,4,4,0,0,0,0,0,0,4,0,0,0,4
7351,Ignacio Carou,M,ARG,202378.0,U,1873,1873,2,0,0,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,160.0,184.5,unknown,79,41,24,13,2.0,7.0,0,2,2,0,0,0,0,0,0,2,0,0,0,2
7352,Gonzalo Bancalari,M,URU,201977.0,U,0,0,3,0,0,0,1,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,220.0,180.0,unknown,74,51,49,5,6.0,12.0,0,3,3,0,0,0,0,0,0,3,0,0,0,3
7353,Santiago Maresca,M,URU,124063.0,U,956,1539,3,1,0,0,2,-1,1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,371.7733697592113,180.0,unknown,73,42,25,4,7.0,8.0,0,4,4,0,0,0,0,0,0,4,0,0,0,4
7354,Daniel Orlita,M,CZE,133907.0,R,1856,1856,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,131.0,190.38,unknown,53,29,21,4,2.0,9.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7355,Stepan Holis,M,CZE,206439.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,69.0,190.38,unknown,26,17,9,4,1.0,1.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7356,Jakub Novak,M,SVK,133987.0,U,0,0,2,0,0,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,103.0,189.29,unknown,39,18,18,7,4.0,0.0,0,2,2,0,0,0,0,0,0,2,0,0,0,2
7357,Maxim Kravtsov,M,RUS,126225.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,49.0,187.27,unknown,11,9,10,3,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7358,Frantisek Polanka,M,CZE,126234.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,44.0,190.38,unknown,26,8,5,3,0.0,4.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7359,Ondrej Styler,M,CZE,206449.0,R,1146,1919,5,0,0,0,1,-1,-1,-1,2,-1,1,-1,1,-1,-1,-1,0,448.0,190.38,unknown,221,151,53,8,23.0,18.0,0,5,5,0,0,0,0,0,2,3,0,0,0,5
7360,Filip Duda,M,CZE,200541.0,U,1575,1575,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,51.0,190.38,unknown,31,18,7,2,2.0,5.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7361,Stefan Merunka,M,BIH,122584.0,R,1721,2086,3,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,125.0,182.5,unknown,48,26,32,22,4.0,9.0,0,3,3,0,0,0,0,0,2,1,0,0,0,3
7362,Azizhon Turgunov,M,UZB,202330.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,68.0,192.0,unknown,33,19,14,1,1.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7363,Grigoriy Reytman,M,UZB,127808.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,91.0,192.0,unknown,47,27,9,3,3.0,5.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7364,Vuk Budic,M,USA,206931.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,89.0,186.77,unknown,51,28,9,2,3.0,5.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7365,Lev Kazakov,M,RUS,202218.0,U,1366,1366,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,133.0,187.27,unknown,55,43,7,5,5.0,6.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7366,David Volfson,M,CAN,133450.0,R,857,1251,9,0,0,0,3,-1,2,-1,3,-1,-1,-1,1,-1,-1,-1,0,763.0,188.57,unknown,339,214,89,39,15.0,33.0,0,9,9,0,0,0,0,0,9,0,0,0,0,9
7367,Nick Zieziula,M,USA,144395.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,70.0,186.77,unknown,46,26,4,0,2.0,5.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7368,Keith R Whittingham,M,USA,132182.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,75.0,186.77,unknown,28,15,17,5,0.0,9.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7369,Charlie Maher,M,USA,132430.0,L,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,32.0,186.77,unknown,12,3,3,5,1.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7370,James Hignett,M,GBR,121928.0,R,0,0,2,0,0,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,167.0,183.43,unknown,72,43,23,19,1.0,15.0,0,2,2,0,0,0,0,0,2,0,0,0,0,2
7371,Laurens Deelstra,M,AHO,206868.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,67.0,185.76,unknown,24,17,9,4,1.0,6.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7372,Bobbie De Goeijen,M,NED,121822.0,U,1486,1486,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,101.0,190.25,unknown,47,26,17,1,1.0,8.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7373,Jared Thompkins,M,USA,134194.0,U,0,0,2,0,0,0,1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,0,119.0,186.77,unknown,58,33,21,14,2.0,12.0,0,2,2,0,0,0,0,0,1,1,0,0,0,2
7374,Chase Wood,M,USA,200710.0,U,0,0,3,0,0,0,1,-1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,213.0,186.77,unknown,117,69,21,9,2.0,17.0,0,3,3,0,0,0,0,0,3,0,0,0,0,3
7375,Jonathan Chang,M,USA,126552.0,U,1013,2189,8,0,0,0,1,-1,4,-1,3,-1,-1,-1,-1,-1,-1,-1,0,711.0,186.77,unknown,314,183,88,19,8.0,34.0,0,8,8,0,0,0,0,0,8,0,0,0,0,8
7376,Alejandro Moreno Figueroa,M,MEX,105139.0,R,1389,1401,4,0,0,0,4,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,245.0,183.33,unknown,108,70,29,19,10.0,22.0,0,4,4,0,0,0,0,0,4,0,0,0,0,4
7377,Jean Andersen,M,RSA,105169.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,58.0,198.0,unknown,43,28,8,2,6.0,5.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7378,David Warren,M,USA,125784.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,64.0,186.77,unknown,20,7,5,2,0.0,2.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7379,Florian Valsot,M,FRA,133617.0,U,1756,1756,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,77.0,186.96,unknown,36,25,9,3,3.0,2.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7380,Gabriel Diaz Freire,M,ESP,134736.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0.0,182.65,unknown,0,0,0,0,0.0,0.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7381,Alvar Gutierrez Medina,M,ESP,206869.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,47.0,182.65,unknown,21,10,11,6,1.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7382,Pablo Irigaray Guarne,M,ESP,133227.0,R,1932,1932,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,68.0,182.65,unknown,36,21,9,9,0.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7383,Saul Verdugo Vicente,M,ESP,245143.0,U,0,0,2,0,0,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,118.0,182.65,unknown,74,43,20,9,3.0,12.0,0,2,2,0,0,0,0,0,2,0,0,0,0,2
7384,Oscar Mancineiras Cornella,M,ESP,126357.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,74.0,182.65,unknown,37,25,10,9,0.0,6.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7385,Ivan Marrero Curbelo,M,ESP,202326.0,U,1193,2025,4,0,0,0,1,-1,1,-1,1,-1,-1,-1,-1,-1,1,-1,0,496.0,182.65,unknown,187,108,58,12,6.0,18.0,0,4,4,0,0,0,0,0,2,2,0,0,0,4
7386,Alexis Klegou,M,BEN,105278.0,U,934,934,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,162.0,185.76,unknown,65,44,26,4,6.0,8.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7387,Rodrigo Ramos Codes,M,ESP,206887.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,70.0,182.65,unknown,21,13,4,11,0.0,4.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7388,Leandro Serrano Sanz,M,ESP,127097.0,U,1793,1793,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,70.0,182.65,unknown,44,20,4,0,0.0,1.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7389,Diogo Lourenco,M,POR,125835.0,R,1617,1617,2,0,0,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,185.0,179.8,unknown,89,60,20,5,3.0,8.0,0,2,2,0,0,0,0,0,0,2,0,0,0,2
7390,Piotr Matuszewski,M,POL,200389.0,U,780,925,5,0,0,0,2,-1,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,322.0,191.14,unknown,157,96,64,21,16.0,16.0,0,5,5,0,0,0,0,0,1,4,0,0,0,5
7391,Thibault Forget,M,FRA,131931.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,102.0,186.96,unknown,60,31,6,2,1.0,3.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1
7392,Andrea Falgheri,M,ITA,104602.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,168.0,185.71,unknown,70,50,29,12,14.0,11.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7393,Francesco Borgo,M,ITA,104578.0,R,933,933,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,134.0,185.71,unknown,62,39,26,5,4.0,13.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7394,Federico Maccari,M,ITA,122394.0,R,854,980,3,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,214.0,185.71,unknown,115,77,24,9,19.0,21.0,0,3,3,0,0,0,0,0,2,1,0,0,0,3
7395,Juan Carlos Manuel Aguilar,M,BOL,200398.0,R,1311,1314,2,0,0,0,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,173.0,185.76,unknown,88,48,18,11,2.0,13.0,0,2,2,0,0,0,0,0,2,0,0,0,0,2
7396,Tom Dynka,M,CAN,134082.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,67.0,188.57,unknown,27,17,17,7,1.0,4.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7397,Alan Sau Franco,M,MEX,206827.0,U,0,0,2,0,0,0,1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,78.0,183.33,unknown,42,14,15,7,0.0,0.0,0,2,2,0,0,0,0,0,2,0,0,0,0,2
7398,Alfredo Moreno,M,MEX,109590.0,R,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,108.0,183.33,unknown,58,43,21,7,11.0,9.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7399,Andres Rosales Pacheco,M,MEX,206826.0,U,0,0,1,0,0,0,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,50.0,183.33,unknown,22,10,7,6,0.0,3.0,0,1,1,0,0,0,0,0,1,0,0,0,0,1
7400,Andres Alvarez Cerdan,M,MEX,122578.0,U,1738,1748,3,0,0,0,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,182.0,183.33,unknown,76,48,38,14,11.0,11.0,0,3,3,0,0,0,0,0,3,0,0,0,0,3
